,0
248,-952.3220252012865
249,-712.495226526813
250,-778.8498340094196
251,-870.3818270437481
252,-790.1562909823265
253,-812.8984447441168
254,-735.409692249832
255,-930.6880906094841
256,-930.9871893164525
257,-816.3628257125745
258,-887.5579890379628
259,-734.583025267983
260,-764.59906509345
261,-870.6304951613012
262,-739.7892441101139
263,-821.5612028063117
264,-823.6863497298855
265,-818.0060882938435
266,-838.4528684391146
267,-903.3721856254606
268,-854.5460803316
269,-794.4455397817225
270,-723.6329308331866
271,-778.31276816003
272,-777.1871986019794
273,-851.2089623926161
274,-844.5554163525422
275,-888.8392176754903
276,-881.7142436603715
277,-785.4716167999106
278,-654.4162701593202
279,-738.7617389863516
280,-872.2032477379881
281,-662.2245132720691
282,-771.1038843968382
283,-822.5682794048187
284,-768.8427209023432
285,-839.8405385220883
286,-773.1538005386712
287,-928.031896859019
288,-778.045874284709
289,-733.9505011356121
290,-789.9677372981587
291,-719.1343348158754
292,-676.3232637908195
293,-732.3169497858853
294,-685.9827743272544
295,-741.5127118043382
296,-130.8628286005753
297,-882.1963789863482
298,-282.7537159321247
299,-669.7440138713257
300,-928.9847548614099
301,-760.9372246840084
302,-627.6160735486902
303,-643.721169965436
304,-156.50885313642937
305,-841.5390319682357
306,-853.6095836563097
307,-747.5607488388946
308,-721.0171392014545
309,-366.0421881788251
310,-790.0044050601971
311,-282.6148148703556
312,-945.440122594463
313,-114.23827589569402
314,-178.15841180634106
315,-233.27446738366643
316,-22.585388269082898
317,-150.57135627920314
318,-100.88602098756314
319,-170.29038220898184
320,-277.6652271130057
321,-942.4814340271837
322,-792.701350709453
323,-59.96778275502862
324,-254.56833568463264
325,-144.4879715038909
326,-814.7308077313323
327,-155.47155329983684
328,-225.5502203105117
329,15.811228804307802
330,3.598203132441995
331,-952.8559374902511
332,-240.53733344192472
333,-224.5498036768546
334,-33.616830476800885
335,267.6225355512639
336,-971.6406766794868
337,-970.4380704570699
338,-146.96436760702926
339,-262.7821065905646
340,-289.65171902678765
341,538.9029802457035
342,-971.4395590008056
343,-969.4578917871356
344,-968.8269492539238
345,-991.4254735121581
346,-979.4009293592173
347,-975.501852533355
348,-975.2424159065713
349,-993.1671752423487
350,-35.21109609171725
351,-959.4990969671286
352,-949.4738783487661
353,-989.3898715125165
354,-992.0680300842133
355,-479.8412403450384
356,-391.7968261937416
357,-982.96079942007
358,-974.9512871596779
359,-992.5256035340007
360,-978.5149149131412
361,-986.849419672157
362,88.51078291522992
363,-1005.780490478044
364,-463.712948469461
365,-455.39295910787536
366,-1012.994018309516
367,-981.6797372869203
368,-988.6858002873284
369,-990.4266005609508
370,-977.0904707313689
371,-997.4759792641215
372,-980.751830531801
373,-981.662913748519
374,-990.6034795642067
375,3732.5245712051365
376,-976.7894418065475
377,-940.2125403144057
378,-976.8548837387782
379,-978.5174225262783
380,-958.7384487704309
381,-973.1483386684025
382,-987.4010120204493
383,5350.782736098523
384,-791.077306785837
385,-996.1597025949857
386,-975.6183506995269
387,-972.5179447519491
388,-973.6662086755848
389,-994.0287521802094
390,-987.1851957134061
391,-1000.3304297966406
392,-975.6821108017211
393,-975.7383785695879
394,5219.997904731974
395,-995.4049088100847
396,-985.768011935197
397,-994.1977166554568
398,-965.3232517232663
399,-989.7457081522156
400,-961.0342576664959
401,-976.7250656525795
402,-975.558754161551
403,-994.4166426185172
404,-979.589568233129
405,-1004.3815930256944
406,-983.0784497397503
407,-1000.1013083317603
408,-978.0652534253115
409,-976.8672664994457
410,-1003.2129114737182
411,-976.9386773500855
412,-979.1755280976612
413,-1000.4859474117263
414,-972.1068049254211
415,-984.4240041275847
416,-969.3401314241773
417,3842.000671596412
418,-997.5243702586868
419,-972.8660671618516
420,-577.4627508554513
421,-1002.526875690845
422,-983.595691437299
423,-979.3535112879376
424,-989.1358478709925
425,-979.8739234229662
426,-970.7941109515981
427,-986.4958468127378
428,-960.2210932231752
429,-991.8956928423561
430,-990.0624185842938
431,-969.9811680130002
432,-993.3237201938774
433,-991.1291227541917
434,-978.2203341462206
435,-984.7020837691283
436,-998.5899450483939
437,-1006.238686954185
438,-996.0462195747082
439,-977.6068502458915
440,-995.5700670064139
441,-974.9096878330951
442,-988.0495440752974
443,-976.1930300392979
444,-979.3627265363235
445,-995.3448183635566
446,-978.80635858754
447,-981.688516808586
448,-990.7277192841101
449,-725.9755100991501
450,-995.0862514776289
451,-966.2205222836859
452,-990.3874211597225
453,-973.194465729904
454,-981.9203426322235
455,-992.159018172845
456,-986.0789947677802
457,-986.7993220561435
458,-983.4983405839553
459,-982.5736220386566
460,-988.9324253623597
461,-995.0379396508097
462,-983.3513174089209
463,-979.0621903786655
464,-964.7739643477049
465,-980.2721153255603
466,-992.3114751742179
467,-985.5673219252459
468,-959.110251190384
469,-988.3551950261877
470,-1001.039392072809
471,-971.3888668972927
472,-1011.5638797625816
473,-977.0488031478262
474,-980.5044148992338
475,-975.4138299069688
476,-969.2504554452962
477,-974.0487597363214
478,-980.2659516906673
479,-977.3525467366229
480,-961.917394915789
481,-977.6784874937614
482,-1002.8644732086624
483,-1011.680929181779
484,-982.8070088885552
485,-1006.0659693867634
486,-999.0380712500236
487,-957.5949246693498
488,-966.1062083463652
489,-963.2429130679916
490,-1001.6542496903803
491,-965.5724303296151
492,-975.7923608265875
493,-987.1285931900851
494,-1007.7335551512631
495,-985.1119315632913
496,-994.9209633181296
497,-991.3609746763312
498,-997.915234741841
499,-990.9113547659974
500,-966.7427921375192
501,-993.8375402588406
502,-1003.5284400067119
503,-985.4075492629938
504,-973.3589720856471
505,-999.9137952690518
506,-995.3906847494646
507,-973.143163597185
508,-977.5395284445456
509,-974.0077506910329
510,-953.1640495755759
511,-986.9052109473851
512,-980.0135526514547
513,-980.9829582575783
514,-980.1699410783689
515,-987.7054810483029
516,-957.1766337138424
517,-982.5627313037933
518,-977.3817999129159
519,-997.2926763238729
520,-989.8964413609997
521,-989.3128286915063
522,-997.5007197013233
523,-967.1729704695697
524,7060.643160656776
525,-978.1118350701106
526,471.7035355711199
527,-1001.7208637096857
528,-982.2054881480245
529,-991.5271662261532
530,-982.3943912666734
531,-987.4426948970901
532,-993.020238512589
533,-989.9102707406386
534,-981.3011884542913
535,-962.2286944434827
536,5269.600970036932
537,5070.272733118003
538,-969.4197153376589
539,5143.382666577968
540,4547.709444251712
541,-147.44720446826352
542,-974.3097991368782
543,-990.1993299406492
544,-719.3990313036742
545,-972.5814998500437
546,4974.912600577798
547,-988.2237930944489
548,-985.5005835855125
549,4844.494541168648
550,1698.047716154911
551,-967.897478949204
552,10219.074951100973
553,-996.294302630043
554,-858.0023712153327
555,1615.9949894083434
556,3512.1417253461
557,-991.836868200929
558,4648.547093882907
559,4619.186581756484
560,1541.9960013836626
561,-787.1461015131941
562,-981.4509317362324
563,2381.006949296606
564,-990.8963584697229
565,3677.560942777036
566,4703.651381404949
567,867.4317214256243
568,-990.9300604999755
569,-988.5366927014909
570,-982.021672018487
571,1049.720123909434
572,4334.849379966293
573,1305.421550080564
574,5967.333452712879
575,1132.6414523892033
576,-295.13636359937044
577,-966.8168561022917
578,9703.000101293579
579,-958.9876277088335
580,14.97464128616582
581,4726.7827165347135
582,9592.060619358239
583,-986.4978479282458
584,3888.9767561764174
585,-972.1575461271806
586,4307.465356242084
587,-967.509248788583
588,-987.9875980470852
589,-990.2255892750081
590,-556.6852942423689
591,9657.196434617907
592,1910.0738326124433
593,384.57812119996026
594,147.81642709478888
595,3555.829011009881
596,1350.752934750653
597,851.7807410148969
598,-992.4390527681968
599,1664.2761498771288
600,-432.96939683125083
601,2750.2435031909886
602,9262.757895476316
603,1078.9854634399583
604,1029.6252237514889
605,-974.6649100883802
606,3413.3507577011387
607,731.4402470904458
608,246.08525699362087
609,4125.397847726349
610,326.4763943666494
611,391.8762125836224
612,1612.8383806150714
613,1154.1623295254549
614,5028.029473407647
615,3493.3217549514484
616,3921.8126756385127
617,3456.5424830304946
618,4052.164694497701
619,1162.239289248524
620,3474.7079489460248
621,2476.415478022201
622,-298.99077152073767
623,1395.885412805076
624,3372.0973709369014
625,6757.911843763484
626,4784.598450275228
627,4574.772745105524
628,3594.28679834844
629,9766.78029278421
630,10136.862265880774
631,538.2920966847632
632,3762.6637593120404
633,966.4777914268211
634,4235.011145399193
635,646.2366548744249
636,11657.494422724956
637,1267.0436573968361
638,10875.433451968514
639,6463.941877174128
640,9027.819272812343
641,3931.8211002319567
642,11567.919383175025
643,1306.6534876679882
644,10105.36792296927
645,4084.6835280366176
646,8524.0038540166
647,9839.452118696778
648,9338.139407771841
649,3539.407764564675
650,3418.5676997835135
651,12345.051530603989
652,6131.402188433832
653,10114.933849328549
654,10876.490851530065
655,10556.771541453929
656,3995.9440274305307
657,9181.289696767768
658,7715.633099335948
659,6880.69948574444
660,11582.448437566842
661,8862.76179844808
662,7069.578159626707
663,1543.8550144631058
664,624.5845842527208
665,2802.7551618345055
666,7121.457474458475
667,7584.354720519482
668,1753.763122666297
669,11523.257749350869
670,483.737674208885
671,1557.7993291516032
672,3372.4418815506415
673,11453.291297756123
674,7025.019330190827
675,11215.376426136687
676,1964.1354426064804
677,4621.3158385556
678,9873.28026245059
679,149.1551773176011
680,3233.1772044659638
681,9252.282129262861
682,7596.9405534255075
683,13865.9519590093
684,8840.577744760483
685,3188.651750571967
686,8075.116229819858
687,1599.3238774567935
688,6874.84225809975
689,7768.631814309387
690,10607.009025140273
691,9566.723529765684
692,7522.947352904141
693,5304.067071216814
694,6383.619692222048
695,2813.210228385097
696,2888.096871231944
697,10033.679852754447
698,10529.28774997113
699,7835.8737395165845
700,1475.3462802993015
701,3147.0204178981962
702,5104.139184882062
703,8700.074558138524
704,13624.823004695554
705,12271.424380081311
706,9282.862355927808
707,8949.39794152955
708,10965.271908663392
709,6800.019325256771
710,698.3673403032394
711,11346.912627648682
712,9350.151629965125
713,12583.77065744523
714,2901.43987055936
715,9059.452001616608
716,12902.46315096167
717,10063.954833870048
718,2066.630506642442
719,7245.628200559069
720,11877.440493999775
721,8291.845014117967
722,8376.393620281347
723,2061.9569374026382
724,3497.847578600612
725,2303.5636232476304
726,7179.335499338233
727,4827.341973637522
728,14774.375728118386
729,3568.585491346897
730,1683.4786616643541
731,11097.047401694486
732,15619.643794738893
733,7705.862923375042
734,4860.044651713193
735,10144.835896811104
736,19341.88619431312
737,1475.7681019457289
738,1357.4106900047184
739,549.8182655640896
740,432.17679216187616
741,-462.25034315948324
742,799.3636833175783
743,-449.1904266238772
744,-465.5650675351245
745,-466.4656546902122
746,-459.9594428387153
747,1234.424019361327
748,-463.04328449725494
749,-462.3619258622675
750,1010.4879170677807
751,-466.689774766915
752,-465.01361211830084
753,-464.06624316753454
754,-465.86170623631307
755,-464.0897732733843
756,-464.8146253118787
757,-466.4371652005512
758,-466.7574898632938
759,-462.71012275023185
760,1237.1942407499853
761,1559.5194218545757
762,1376.0392379597288
763,4155.356802566986
764,1123.0547559024997
765,-828.6895594125556
766,-890.6789328494706
767,-880.5615512152823
768,-851.1992383989295
769,-856.8738838790358
770,-771.7408204314298
771,-292.9131818311988
772,-48.69376534329575
773,-711.370712837761
774,-862.1014350183367
775,-876.2068842083027
776,-768.2654677423615
777,365.60799463441947
778,1191.0738098303211
779,-6.285538293480215
780,2780.861746939
781,752.0559060558173
782,374.52621433499166
783,1062.7596130680663
784,1671.0098197970888
785,-412.7238048676795
786,2249.4666160753577
787,1132.7363242984252
788,1024.0128645056022
789,2816.7946180405047
790,1813.6519454712961
791,9420.37071948969
792,12900.462038257625
793,10838.388639415467
794,10827.197734096828
795,1511.560068048916
796,1362.5279473582304
797,14098.878124651095
798,12350.7173777949
799,2029.169835140504
800,11914.326882505893
801,25585.00860278949
802,12325.617460026751
803,12712.047656712475
804,12176.46939519985
805,13053.606839368496
806,10800.026196865518
807,11837.505578449041
808,10687.538692657574
809,2089.5920708578383
810,11548.19216712581
811,972.1870634356087
812,14137.184937920223
813,11215.813241368716
814,12324.117836241025
815,11031.089533020764
816,2061.7921885708474
817,12043.521945665625
818,3847.646044832577
819,5365.689567764147
820,11751.50803185625
821,13353.322302616927
822,11952.394001654216
823,10621.935953666492
824,3115.790346898384
825,2684.0253235828245
826,3478.2705313096008
827,2398.0995067439994
828,11475.576253802208
829,11996.650568243469
830,12262.8395845197
831,12364.355935620051
832,11295.406305301509
833,12134.530391490987
834,23167.867217869334
835,12796.478176453691
836,2746.507204954483
837,12695.06824931086
838,12607.009262951531
839,13049.09061040599
840,9879.290926333993
841,12875.248898677193
842,11986.0720020166
843,11893.89362564033
844,2099.370440154278
845,11581.533859734553
846,12169.452765372356
847,3437.162606470182
848,12152.76476498315
849,12561.183724861947
850,11595.394662762184
851,12114.864836761873
852,12314.435476716932
853,13127.207569665514
854,3735.6563553829183
855,4576.7686635781
856,12251.441532950677
857,12716.254888320242
858,11570.065830364001
859,12472.883256207242
860,12607.513957035924
861,12085.956951188322
862,11717.881558726573
863,11860.495853843828
864,12700.1176895019
865,3862.0922230061733
866,11484.448965684216
867,1437.3816599697388
868,11296.895284036042
869,11495.45219993905
870,2002.6732237306537
871,12145.251196045261
872,12594.178545102599
873,10957.461956033505
874,1786.1339504322318
875,11182.980606695986
876,11954.048141914513
877,2039.2112490054528
878,2204.3389343093477
879,11954.903306958582
880,11231.533137522638
881,12241.042009124138
882,11703.909185166152
883,10816.787052807926
884,11535.702579222112
885,12229.759458918994
886,12915.839559562843
887,11428.51506248854
888,13090.567787969698
889,12999.104921537302
890,12751.392505878417
891,11509.878755637565
892,3462.6394061793367
893,12315.241708478023
894,11604.419517837398
895,12248.1948401221
896,12570.196353199388
897,12617.261244202544
898,12350.025219611276
899,10139.975261686704
900,12525.678665117246
901,4876.981971630292
902,12461.774070586907
903,12007.58021845303
904,12224.418378149468
905,12197.611100926011
906,3588.1420109721666
907,12489.960124898706
908,11411.467128756907
909,11977.785154826523
910,11577.265369003288
911,11451.430962278304
912,12389.696526705451
913,9876.369416934023
914,11464.054968495922
915,12204.668602420832
916,13550.734845580353
917,12700.65475676064
918,13202.620742340428
919,11143.721285240304
920,4950.659018440366
921,10816.315862486288
922,12545.092614654786
923,10548.65560810238
924,12421.11011055505
925,12929.735481597676
926,12180.380376360312
927,6025.666185088006
928,10901.255729050468
929,13029.400571576298
930,11647.98518500506
931,11313.177335277582
932,12697.85542677237
933,12921.589153482908
934,11446.12534491793
935,5088.639413067112
936,12212.480827989124
937,4730.989908727226
938,5000.23252960651
939,4789.533704401907
940,5384.689981022355
941,11535.941093478503
942,12561.880182835901
943,6186.5111955174525
944,13100.051608882812
945,13159.992725846683
946,4542.849772297325
947,6151.865360670619
948,11610.55169484246
949,12934.627998986243
950,4969.413295105185
951,12120.886874235925
952,3223.808724948736
953,4342.336806177925
954,11836.265079130539
955,3634.4580391499385
956,3674.7614944602346
957,3623.4910326308864
958,11683.768581334449
959,12717.90342986053
960,10725.181704210696
961,10242.275423432355
962,12908.714014553885
963,12134.881046761127
964,11635.00369223205
965,12339.911964715826
966,12497.64560883098
967,5701.278430540797
968,4812.38998105512
969,11770.297898093988
970,12356.198526984414
971,13335.377742604278
972,12590.192222254269
973,5614.042708089026
974,13058.12942786884
975,12061.228565532101
976,13345.125474970906
977,4250.374383386413
978,11551.659399241868
979,11740.82270075203
980,5432.846410376159
981,5220.982130074948
982,11959.868101679582
983,3829.3480470671893
984,11999.03021044473
985,6206.200390987502
986,12326.952107235331
987,11542.474716779921
988,10833.1161304953
989,11500.259273500793
990,10854.348884129511
991,5639.879981897369
992,11932.812068492343
993,12769.754887769692
994,5945.732945807936
995,11600.956058318903
996,6207.457862440591
997,5379.368382473046
998,12064.329026323057
999,11511.127575996938
1000,12374.848379420873
1001,11146.7632379682
1002,12986.012047468728
1003,6255.749811103629
1004,12510.586385277878
1005,11476.898474717074
1006,12209.323138894175
1007,11758.087830370358
1008,11823.052402195772
1009,10459.667874283226
1010,12965.042117461311
1011,11782.442551417991
1012,13586.646423993787
1013,11915.406047965262
1014,10071.353563807957
1015,12186.537065590861
1016,4191.191967031433
1017,11522.64051495489
1018,12567.267309540091
1019,12476.787327892043
1020,11604.463255401537
1021,11282.924890124352
1022,12912.642770270422
1023,11987.492354470793
1024,12011.122329325779
1025,12864.179251712632
1026,12556.41524468137
1027,11670.388065715131
1028,11674.46595643619
1029,5228.148971047227
1030,13025.137810192417
1031,5033.537500885717
1032,11706.319187351677
1033,5883.091459096607
1034,11509.686680861443
1035,11783.93579701194
1036,12373.534288432023
1037,11608.590586566012
1038,4967.145943907121
1039,12007.485399421177
1040,10785.110485951902
1041,11705.308013806129
1042,12571.169077143568
1043,13420.958134047964
1044,5173.161798034189
1045,12677.739955400742
1046,12746.359949483767
1047,11824.272470355601
1048,12368.202257611503
1049,6167.1704592673805
1050,11748.468863431935
1051,12628.04354307875
1052,13110.996812059151
1053,11521.634374482901
1054,11571.345350017982
1055,12405.952505745254
1056,12309.387938796592
1057,11344.752035587775
1058,11700.049687545157
1059,6271.97845156159
1060,13315.146301134133
1061,12397.967729639548
1062,11855.170545697782
1063,12210.291921426931
1064,12211.365474207765
1065,12143.400485903921
1066,12574.148249118709
1067,4306.42097984679
1068,12209.919816611675
1069,4900.760507163205
1070,12364.130214988032
1071,4255.051537024007
1072,12613.74910840319
1073,4620.819992312698
1074,12939.100243175795
1075,11529.289473578963
1076,4343.491957563025
1077,5857.738725594016
1078,4912.285622038035
1079,4631.09482012649
1080,8352.931122401902
1081,5122.451621815458
1082,7457.527643296045
1083,5460.53884286592
1084,12468.08831445938
1085,11743.648174967791
1086,12171.120621843067
1087,12686.08908535849
1088,4288.5372261424955
1089,5141.211223083218
1090,4718.33745834882
1091,5049.55824724636
1092,12882.741393631622
1093,4897.198246606716
1094,4935.947639087338
1095,12298.058279987046
1096,12716.045023725492
1097,12482.414297579387
1098,5356.253039543554
1099,11051.870939393792
1100,11762.205238177592
1101,12177.348489317308
1102,5637.5114817243975
1103,12225.355740505955
1104,12275.781938923188
1105,11645.208519865113
1106,11501.967027687637
1107,11720.164692853168
1108,7735.3505701690065
1109,4010.224290115484
1110,12119.004353974786
1111,11854.618025145139
1112,5012.252830708181
1113,10956.43812795366
1114,4459.110206571626
1115,12057.964612870144
1116,12305.033684667904
1117,11292.861797465124
1118,4237.997887590165
1119,4631.839537971935
1120,13196.879000519664
1121,5378.747071356099
1122,11674.918667983893
1123,4252.883338010028
1124,3943.64042425189
1125,10852.98429630066
1126,10146.615842965526
1127,9748.500404414628
1128,10296.119914608073
1129,11618.357617284675
1130,10436.122710276555
1131,10754.415868280255
1132,11695.090265505323
1133,9600.815754360232
1134,11022.920044069155
1135,11551.219036643422
1136,10723.367347919095
1137,9827.85239364835
1138,12349.153155230557
1139,10342.50758678066
1140,11713.073428615364
1141,11920.739968163542
1142,11603.521527974699
1143,11893.6492829406
1144,11543.526097918628
1145,12122.46330252283
1146,12247.00810483569
1147,11831.433307016745
1148,12009.660670806323
1149,12483.217827224258
1150,11500.89993457925
1151,12210.43142796275
1152,11489.543245258199
1153,11306.265813663296
1154,11759.79820875594
1155,11351.808810658567
1156,11776.405678031668
1157,12525.846670430441
1158,12780.27808634931
1159,11171.075496537322
1160,12472.943982801937
1161,12952.918106880155
1162,12282.860743489486
1163,11920.228457900661
1164,2545.359729374003
1165,11903.83030567607
1166,10279.773002057866
1167,10228.687357858204
1168,11443.995592548457
1169,10998.920506764105
1170,2834.562670892955
1171,3505.166131640562
1172,1776.434887333632
1173,2681.7706055997014
1174,1922.1999703897309
1175,982.5151110635566
1176,2224.664030327787
1177,1159.509630783653
1178,2298.742192044025
1179,1182.5124322938188
1180,-807.214759729036
1181,50.51325742376059
1182,666.6194356148833
1183,502.9501632318379
1184,921.8954589770624
1185,991.2714715084383
1186,1415.8009294727506
1187,201.6326881548482
1188,8505.769308815925
1189,3366.3024099475506
1190,9634.44181306526
1191,789.7369088509306
1192,1691.7689900601167
1193,895.0942780765206
1194,-44.896293300246384
1195,965.4517122747027
1196,10927.226495743975
1197,10594.565567278567
1198,9976.930423400183
1199,9701.28880792049
1200,10053.079109409744
1201,10759.17892707442
1202,11500.839807009943
1203,10654.104534159851
1204,10407.352983063756
1205,10921.48102649336
1206,12698.300256856362
1207,3299.693690883483
1208,12087.988635448915
1209,11997.778224479332
1210,10818.353145430257
1211,11933.413984694273
1212,11477.458431434228
1213,10403.645161264218
1214,11793.448172419297
1215,11534.603151797099
1216,12100.721130306987
1217,11079.818404324906
1218,10739.381712673914
1219,11877.976344947107
1220,3197.9374001308934
1221,10301.974777942174
1222,3859.9342146903973
1223,10675.911821167469
1224,10735.735127731923
1225,11705.65603709085
1226,12403.139409694943
1227,10519.87904575948
1228,11346.933352820995
1229,11510.358295705008
1230,10800.948171514878
1231,11149.326238199788
1232,3063.478450375982
1233,9741.871554316323
1234,13130.425515286612
1235,10961.05185903754
1236,11611.362603819663
1237,11312.197415280962
1238,10023.820729579915
1239,10820.326974659307
1240,12005.372721783257
1241,11154.110901298329
1242,12328.562672175925
1243,10904.16420118266
1244,12061.652149200068
1245,11436.450536398865
1246,12500.88863685864
1247,11442.771128355438
1248,12430.337991436889
1249,12453.06959424832
1250,11434.472548027423
1251,10455.710538751833
1252,12386.76909447481
1253,11939.141207736053
1254,12382.355126233811
1255,10221.093033935631
1256,12193.806470433541
1257,11105.195340805118
1258,10136.11536342802
1259,11781.34396314656
1260,11372.518668109191
1261,12755.149056863478
1262,11573.796113659813
1263,12732.393854820511
1264,12572.989362570082
1265,11572.54146039827
1266,11115.06978602579
1267,11171.64953045139
1268,10681.81117705308
1269,11177.868440337492
1270,4842.9028908408
1271,12490.770281847917
1272,12345.743224288393
1273,11408.659017651455
1274,11808.441737564148
1275,10906.835304821665
1276,12606.7702277249
1277,10391.722497826337
1278,11829.00776092059
1279,10957.303702523033
1280,1582.9966148874623
1281,11136.936447907226
1282,12759.004068084181
1283,10492.985417861824
1284,11129.204478929434
1285,9639.391983852758
1286,10241.417380564368
1287,12524.542066121623
1288,11261.67835400243
1289,11305.066825353868
1290,11456.649549908003
1291,10876.769597248602
1292,8848.365598606353
1293,10808.55004743162
1294,11218.938810215788
1295,10111.893937263661
1296,10164.8137729047
1297,10686.603933330833
1298,9719.036800943124
1299,10828.159636026085
1300,11385.009086628059
1301,11771.14639759678
1302,10522.602583419986
1303,10578.148791981817
1304,11624.62049345058
1305,11580.130937245698
