,0
0,-18943.38433666758
1,-14045.80353706791
2,-2607.896337658815
3,-3019.634988860995
4,-2791.810419990902
5,-1262.302747811502
6,-2241.989801507001
7,1399.9172970463414
8,-2150.9503694241885
9,-23653.308937725673
10,-28166.325794332224
11,-30354.34108968541
12,-29290.31657738793
13,-32528.946349814676
14,-31574.04008378816
15,-30456.220969620575
16,-29238.927495311647
17,-30504.60879110051
18,-29230.802092175898
19,-29432.771984492952
20,-29295.908952116784
21,-29393.086519025193
22,-31439.986114907282
23,-29373.740328090476
24,-29367.89577389001
25,-31427.880201277043
26,6924.900317578689
27,3791.7819991748065
28,23509.714345476303
29,8083.751063824573
30,-9113.82643644207
31,-718.6068859360781
32,4518.500419721021
33,-1280.4326924540237
34,747.6240333540868
35,-336.5821121409398
36,906.5041845029155
37,6602.773992393064
38,8420.033305528303
39,-5903.985363465413
40,5052.607930311391
41,21316.36574289788
42,5017.814246316553
43,2203.088147568071
44,476.1574402684016
45,652.4537458677571
46,18961.79238018894
47,60079.294260090275
48,4808.824594253309
49,6290.516221299528
50,-724.7301250940529
51,8224.96995736445
52,-21197.02101022761
53,8593.986012987383
54,8527.993810800748
55,-5662.591489204214
56,19128.252603313325
57,-9987.94663111304
58,-1842.4958979668932
59,27122.187303292965
60,3498.2383055302057
61,354.15634120997186
62,6584.180860616967
63,4897.702974313923
64,5405.909326033185
65,8265.469998036995
66,-1579.5263875463195
67,37207.67419359457
68,5002.0741993234715
69,-10140.247447700958
70,58461.483090107475
71,837.8723269897505
72,-22304.241469743647
73,-2089.04758904576
74,1761.0441747882805
75,425.7799583306763
76,23701.843787982383
77,4049.9207892335753
78,2330.68506452196
79,3628.2205376453967
80,-3521.294807403711
81,7210.090442466628
82,12726.388894894686
83,314.79752103480484
84,2345.2696643000927
85,2424.6606072193813
86,-999.1059681705146
87,8164.243134049078
88,-376.5466149981805
89,2165.639375276966
90,-20250.80527568291
91,2058.4802747065146
92,8240.104818185499
93,-663.9271567447281
94,18104.283463217987
95,-422.5386462409693
96,-11493.112747596357
97,-43.579866627850095
98,2471.880519250391
99,-7968.009873184653
100,1260.6946044445858
101,-3704.966608565651
102,-13515.703233490924
103,-287.0427495153239
104,18033.682182943976
105,-5998.465105631217
106,1116.3754012715774
107,2064.6026613617223
108,8895.854802851718
109,7963.044924934327
110,-5383.009193534726
111,-2948.400649535337
112,2041.9631797969419
113,99.93895624977381
114,-15855.80058261042
115,22453.179542378184
116,147.1381597313483
117,4663.484868306344
118,-2550.4908649984445
119,4377.960121785493
120,20896.492844258333
121,6845.101981203598
122,200.41383759764562
123,-3776.5287777314747
124,3618.527681405614
125,2278.743829024528
126,13360.017032874024
127,-1817.6680900901042
128,9238.276581064627
129,1615.2205850767036
130,-5547.942887505996
131,2428.07856709186
132,2150.4768294262485
133,8764.509108537468
134,2653.7701990092123
135,6005.784821109584
136,12377.372664597418
137,14141.32549986572
138,-9393.979309169194
139,3444.1984446483602
140,31204.24455736935
141,-1515.946114885683
142,-4752.114443462894
143,5204.956117255271
144,-2538.6467753486468
145,8845.142702351726
146,-7080.590884225814
147,808.6758833185247
148,13024.05679118825
149,-7918.234394637886
150,7929.687058068852
151,22444.062823971773
152,6446.419409757178
153,-3025.5034612638633
154,-3815.7239095981886
155,-6552.684476400724
156,54668.68283377418
157,6844.492970685955
158,37992.15620794339
159,-1500.3352959919298
160,46770.18661553513
161,11743.890294720606
162,2743.0580662437865
163,25410.0689088504
164,18452.657703867237
165,20877.286058146063
166,12178.766726697188
167,22848.833427190082
168,4457.88326135873
169,476.78915441674906
170,9948.405902498014
171,9537.894839333274
172,1728.5694834251021
173,6632.885798219265
174,3901.8238139519026
175,23713.209850952706
176,18484.512948218406
177,-3719.9173434537106
178,21478.115501811386
179,3523.419141243531
180,-6845.425244295142
181,20491.449876386556
182,637.0850907526938
183,10739.17441050962
184,14394.050441360827
185,17925.765325809803
186,26473.684254012744
187,4656.346353106369
188,19964.75116019118
189,5211.845584927978
190,11437.974298279589
191,8503.966102048045
192,-14239.458698771534
193,2147.0406638985373
194,3504.3103087129684
195,629.8782867223119
196,15081.648683313519
197,16830.786321799595
198,-1794.5205265827965
199,30106.080051503504
200,-21822.124861332803
201,-18032.691747071134
202,-150.5480851086313
203,-10414.938301287377
204,5003.427414880266
205,22246.85319234342
206,16427.10045794778
207,-7964.741454453288
208,22099.124134314454
209,-1551.8394216452
210,-921.6180971247965
211,4455.431452103062
212,8167.811707757955
